,Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status,Race/Ethnicity_index,Sex_index,Department_index,Regular/Temporary_index,Employee Status_index
2241,White,M,Seattle Dept of Transportation,57,35,R,A,0.0,0.0,4.0,0.0,0.0
2242,White,F,Seattle Public Utilities,43,55,R,A,0.0,1.0,3.0,0.0,0.0
2243,White,F,Seattle Center,66,73,R,A,0.0,1.0,9.0,0.0,0.0
2244,White,M,Seattle City Light,35,18,R,A,0.0,0.0,1.0,0.0,0.0
2245,White,F,Seattle Center,62,31,R,A,0.0,1.0,9.0,0.0,0.0
2246,White,F,Parks & Recreation,27,19,T,A,0.0,1.0,0.0,1.0,0.0
2247,White,M,Parks & Recreation,28,27,R,A,0.0,0.0,0.0,0.0,0.0
2248,White,M,Seattle Public Utilities,44,37,R,A,0.0,0.0,3.0,0.0,0.0
2249,White,M,Police Department,65,63,R,A,0.0,0.0,2.0,0.0,0.0
2250,White,M,Fire Department,42,55,R,A,0.0,0.0,5.0,0.0,0.0
2251,White,F,Human Services Department,45,42,R,A,0.0,1.0,7.0,0.0,0.0
2252,White,M,Legislative Department,53,69,R,A,0.0,0.0,17.0,0.0,0.0
2253,White,M,Seattle Public Utilities,43,41,R,A,0.0,0.0,3.0,0.0,0.0
2254,White,M,Seattle City Light,34,78,R,A,0.0,0.0,1.0,0.0,0.0
2255,White,F,Seattle Center,36,36,T,A,0.0,1.0,9.0,1.0,0.0
2256,White,M,Police Department,53,91,R,A,0.0,0.0,2.0,0.0,0.0
2257,White,M,Seattle City Light,52,88,R,A,0.0,0.0,1.0,0.0,0.0
2258,White,M,Construction & Inspections,75,66,R,A,0.0,0.0,11.0,0.0,0.0
2259,White,M,Fire Department,36,43,R,A,0.0,0.0,5.0,0.0,0.0
2260,White,F,Construction & Inspections,45,57,R,A,0.0,1.0,11.0,0.0,0.0
2261,White,F,Parks & Recreation,54,18,T,A,0.0,1.0,0.0,1.0,0.0
2262,White,F,Seattle Public Library,39,28,R,A,0.0,1.0,6.0,0.0,0.0
2263,White,M,Police Department,39,66,R,A,0.0,0.0,2.0,0.0,0.0
2264,White,M,Police Department,45,57,R,A,0.0,0.0,2.0,0.0,0.0
2265,White,M,Office of Labor Standards,36,42,R,A,0.0,0.0,28.0,0.0,0.0
2266,White,M,Seattle City Light,53,69,R,A,0.0,0.0,1.0,0.0,0.0
2267,White,M,Information Technology,32,49,R,A,0.0,0.0,8.0,0.0,0.0
2268,White,F,Seattle City Light,55,34,R,A,0.0,1.0,1.0,0.0,0.0
2269,White,M,Seattle City Light,47,61,R,A,0.0,0.0,1.0,0.0,0.0
2270,White,M,Seattle City Light,64,57,R,A,0.0,0.0,1.0,0.0,0.0
2271,White,F,Human Services Department,26,35,R,A,0.0,1.0,7.0,0.0,0.0
2272,White,M,Municipal Court,25,30,R,A,0.0,0.0,12.0,0.0,0.0
2273,White,F,Seattle Public Library,17,17,R,A,0.0,1.0,6.0,0.0,0.0
2274,White,M,Information Technology,37,61,R,A,0.0,0.0,8.0,0.0,0.0
2275,White,F,Parks & Recreation,21,19,T,A,0.0,1.0,0.0,1.0,0.0
2276,White,F,Parks & Recreation,33,26,R,A,0.0,1.0,0.0,0.0,0.0
2277,White,M,Police Department,51,61,R,A,0.0,0.0,2.0,0.0,0.0
2278,White,F,Seattle Public Library,57,46,R,A,0.0,1.0,6.0,0.0,0.0
2279,White,F,Information Technology,56,61,R,A,0.0,1.0,8.0,0.0,0.0
2280,White,F,Seattle City Light,66,46,R,A,0.0,1.0,1.0,0.0,0.0
2281,White,F,Seattle Center,73,39,T,A,0.0,1.0,9.0,1.0,0.0
2282,White,F,Seattle Center,62,35,T,A,0.0,1.0,9.0,1.0,0.0
2283,White,F,Municipal Court,44,33,R,A,0.0,1.0,12.0,0.0,0.0
2284,White,M,Seattle City Light,50,52,R,A,0.0,0.0,1.0,0.0,0.0
2285,White,F,Police Department,52,61,R,L,0.0,1.0,2.0,0.0,1.0
2286,White,F,Police Department,60,32,R,A,0.0,1.0,2.0,0.0,0.0
2287,White,F,Seattle City Light,64,31,R,A,0.0,1.0,1.0,0.0,0.0
2288,White,M,Seattle City Light,58,78,R,A,0.0,0.0,1.0,0.0,0.0
2289,White,F,Seattle Center,69,22,R,A,0.0,1.0,9.0,0.0,0.0
2290,White,M,Seattle City Light,53,80,R,A,0.0,0.0,1.0,0.0,0.0
2291,White,F,Police Department,53,62,R,L,0.0,1.0,2.0,0.0,1.0
2292,White,M,Fire Department,56,85,R,A,0.0,0.0,5.0,0.0,0.0
2293,White,M,City of Seattle,32,21,T,A,0.0,0.0,41.0,1.0,0.0
2294,White,M,Seattle Center,43,48,R,A,0.0,0.0,9.0,0.0,0.0
2295,White,M,Fire Department,33,46,R,A,0.0,0.0,5.0,0.0,0.0
2296,White,F,Parks & Recreation,46,65,R,A,0.0,1.0,0.0,0.0,0.0
2297,White,F,Fire Department,52,85,R,A,0.0,1.0,5.0,0.0,0.0
2298,White,M,Police Department,36,63,R,A,0.0,0.0,2.0,0.0,0.0
2299,White,M,Finance & Admin Services,35,48,R,A,0.0,0.0,10.0,0.0,0.0
2300,White,M,Fire Department,29,43,R,A,0.0,0.0,5.0,0.0,0.0
2301,White,F,Seattle City Light,44,46,R,A,0.0,1.0,1.0,0.0,0.0
2302,White,F,Police Department,50,53,R,A,0.0,1.0,2.0,0.0,0.0
2303,White,M,Seattle Public Utilities,41,57,R,A,0.0,0.0,3.0,0.0,0.0
2304,White,M,Police Department,47,58,R,A,0.0,0.0,2.0,0.0,0.0
2305,White,M,Seattle City Light,37,61,R,A,0.0,0.0,1.0,0.0,0.0
2306,White,M,Parks & Recreation,27,29,R,A,0.0,0.0,0.0,0.0,0.0
2307,White,M,Information Technology,50,64,R,A,0.0,0.0,8.0,0.0,0.0
2308,White,F,Information Technology,34,77,R,A,0.0,1.0,8.0,0.0,0.0
2309,White,M,Finance & Admin Services,38,49,R,A,0.0,0.0,10.0,0.0,0.0
2310,White,M,Parks & Recreation,20,19,T,A,0.0,0.0,0.0,1.0,0.0
2311,White,M,Finance & Admin Services,31,60,R,A,0.0,0.0,10.0,0.0,0.0
2312,White,M,Seattle Dept of Transportation,41,35,R,A,0.0,0.0,4.0,0.0,0.0
2313,White,F,Finance & Admin Services,34,32,R,A,0.0,1.0,10.0,0.0,0.0
2314,White,M,Information Technology,46,64,R,A,0.0,0.0,8.0,0.0,0.0
2315,White,M,Construction & Inspections,64,67,R,A,0.0,0.0,11.0,0.0,0.0
2316,White,F,Municipal Court,47,46,R,A,0.0,1.0,12.0,0.0,0.0
2317,White,M,Parks & Recreation,45,44,R,A,0.0,0.0,0.0,0.0,0.0
2318,White,M,City Budget Office,41,60,R,A,0.0,0.0,23.0,0.0,0.0
2319,White,M,Parks & Recreation,53,58,R,A,0.0,0.0,0.0,0.0,0.0
2320,White,M,Information Technology,32,46,R,A,0.0,0.0,8.0,0.0,0.0
2321,White,F,Human Services Department,42,51,R,A,0.0,1.0,7.0,0.0,0.0
2322,White,M,Seattle Center,77,18,T,A,0.0,0.0,9.0,1.0,0.0
2323,White,F,Human Services Department,61,39,R,A,0.0,1.0,7.0,0.0,0.0
2324,White,F,Finance & Admin Services,58,71,R,A,0.0,1.0,10.0,0.0,0.0
2325,White,F,Seattle Center,66,22,R,A,0.0,1.0,9.0,0.0,0.0
2326,White,M,Seattle Public Library,54,46,R,A,0.0,0.0,6.0,0.0,0.0
2327,White,M,Seattle Center,56,34,R,A,0.0,0.0,9.0,0.0,0.0
2328,White,F,Information Technology,50,64,R,A,0.0,1.0,8.0,0.0,0.0
2329,White,M,Police Department,37,65,R,A,0.0,0.0,2.0,0.0,0.0
2330,White,F,Legislative Department,51,64,R,A,0.0,1.0,17.0,0.0,0.0
2331,White,F,Seattle Public Library,38,27,R,A,0.0,1.0,6.0,0.0,0.0
2332,White,F,Seattle Public Library,36,43,R,L,0.0,1.0,6.0,0.0,1.0
2333,White,M,Fire Department,43,36,R,A,0.0,0.0,5.0,0.0,0.0
2334,White,M,Seattle Public Utilities,38,32,R,A,0.0,0.0,3.0,0.0,0.0
2335,White,F,Fire Department,47,31,R,A,0.0,1.0,5.0,0.0,0.0
2336,White,M,Fire Department,40,43,R,A,0.0,0.0,5.0,0.0,0.0
2337,White,F,Finance & Admin Services,35,67,R,A,0.0,1.0,10.0,0.0,0.0
2338,White,F,Seattle Center,77,18,T,A,0.0,1.0,9.0,1.0,0.0
2339,White,M,Police Department,31,54,R,A,0.0,0.0,2.0,0.0,0.0
2340,White,M,Police Department,29,53,R,A,0.0,0.0,2.0,0.0,0.0
2341,White,M,Seattle Public Utilities,44,60,R,A,0.0,0.0,3.0,0.0,0.0
2342,White,F,Seattle Public Utilities,48,60,R,A,0.0,1.0,3.0,0.0,0.0
2343,White,F,Parks & Recreation,20,19,T,A,0.0,1.0,0.0,1.0,0.0
2344,White,F,Construction & Inspections,61,55,R,A,0.0,1.0,11.0,0.0,0.0
2345,White,M,Police Department,37,54,R,A,0.0,0.0,2.0,0.0,0.0
2346,White,M,Seattle Public Utilities,48,62,R,A,0.0,0.0,3.0,0.0,0.0
2347,White,F,Seattle Public Library,35,21,R,A,0.0,1.0,6.0,0.0,0.0
2348,White,F,Parks & Recreation,31,60,R,A,0.0,1.0,0.0,0.0,0.0
2349,White,M,Fire Department,40,46,R,A,0.0,0.0,5.0,0.0,0.0
2350,White,M,Seattle Public Utilities,47,41,R,A,0.0,0.0,3.0,0.0,0.0
2351,White,M,Seattle Dept of Transportation,44,67,R,A,0.0,0.0,4.0,0.0,0.0
2352,White,F,Seattle Dept of Transportation,44,53,R,A,0.0,1.0,4.0,0.0,0.0
2353,White,M,Seattle Dept of Transportation,51,57,R,A,0.0,0.0,4.0,0.0,0.0
2354,White,F,Seattle Dept of Transportation,48,55,R,A,0.0,1.0,4.0,0.0,0.0
2355,White,M,Human Services Department,48,39,R,A,0.0,0.0,7.0,0.0,0.0
2356,White,F,Arts & Culture,41,48,R,A,0.0,1.0,22.0,0.0,0.0
2357,White,M,Seattle Center,64,18,T,A,0.0,0.0,9.0,1.0,0.0
2358,White,M,Police Department,31,55,R,A,0.0,0.0,2.0,0.0,0.0
2359,White,M,Seattle Public Utilities,28,31,R,A,0.0,0.0,3.0,0.0,0.0
2360,White,F,Seattle Dept of Transportation,44,74,R,A,0.0,1.0,4.0,0.0,0.0
2361,White,F,Commnty Sfty and Comm Ctr Dept,32,42,R,A,0.0,1.0,14.0,0.0,0.0
2362,White,F,Fire Department,44,51,R,A,0.0,1.0,5.0,0.0,0.0
2363,White,F,Human Services Department,37,41,R,A,0.0,1.0,7.0,0.0,0.0
2364,White,M,Finance & Admin Services,41,43,R,A,0.0,0.0,10.0,0.0,0.0
2365,White,M,Fire Department,41,43,R,A,0.0,0.0,5.0,0.0,0.0
2366,White,M,Seattle City Light,42,61,R,A,0.0,0.0,1.0,0.0,0.0
2367,White,F,Information Technology,70,71,R,A,0.0,1.0,8.0,0.0,0.0
2368,White,M,Seattle City Light,36,63,R,A,0.0,0.0,1.0,0.0,0.0
2369,White,M,Fire Department,34,43,R,A,0.0,0.0,5.0,0.0,0.0
2370,White,M,Seattle Dept of Transportation,50,63,R,A,0.0,0.0,4.0,0.0,0.0
2371,White,M,Seattle Public Library,71,26,R,L,0.0,0.0,6.0,0.0,1.0
2372,White,M,Police Department,36,66,R,A,0.0,0.0,2.0,0.0,0.0
2373,White,M,Law Department,44,88,R,A,0.0,0.0,13.0,0.0,0.0
2374,White,M,Parks & Recreation,32,23,R,A,0.0,0.0,0.0,0.0,0.0
2375,White,F,Seattle Public Library,46,38,R,A,0.0,1.0,6.0,0.0,0.0
2376,White,F,Parks & Recreation,31,26,R,A,0.0,1.0,0.0,0.0,0.0
2377,White,M,Legislative Department,38,55,R,A,0.0,0.0,17.0,0.0,0.0
2378,White,F,Fire Department,32,41,R,A,0.0,1.0,5.0,0.0,0.0
2379,White,F,Municipal Court,36,29,R,A,0.0,1.0,12.0,0.0,0.0
2380,White,F,Law Department,27,38,R,A,0.0,1.0,13.0,0.0,0.0
2381,White,M,Office of Inspector General,52,56,R,A,0.0,0.0,29.0,0.0,0.0
2382,White,F,Finance & Admin Services,52,46,R,A,0.0,1.0,10.0,0.0,0.0
2383,White,F,Fire Department,32,34,R,A,0.0,1.0,5.0,0.0,0.0
2384,White,M,Information Technology,30,49,R,A,0.0,0.0,8.0,0.0,0.0
2385,White,M,Office of Economic Development,56,57,R,A,0.0,0.0,20.0,0.0,0.0
2386,White,M,Seattle Center,46,46,R,A,0.0,0.0,9.0,0.0,0.0
2387,White,M,Seattle Public Utilities,56,67,T,A,0.0,0.0,3.0,1.0,0.0
2388,White,M,Finance & Admin Services,38,65,R,A,0.0,0.0,10.0,0.0,0.0
2389,White,M,Seattle Dept of Transportation,58,41,R,A,0.0,0.0,4.0,0.0,0.0
2390,White,M,Seattle City Light,63,57,R,A,0.0,0.0,1.0,0.0,0.0
2391,White,M,Parks & Recreation,38,22,R,A,0.0,0.0,0.0,0.0,0.0
2392,White,F,Parks & Recreation,51,67,R,A,0.0,1.0,0.0,0.0,0.0
2393,White,M,Parks & Recreation,42,38,R,A,0.0,0.0,0.0,0.0,0.0
2394,White,F,Fire Department,58,59,R,A,0.0,1.0,5.0,0.0,0.0
2395,White,F,Seattle City Light,43,18,R,A,0.0,1.0,1.0,0.0,0.0
2396,White,F,Seattle Center,55,36,T,A,0.0,1.0,9.0,1.0,0.0
2397,White,M,Seattle Public Utilities,65,30,R,A,0.0,0.0,3.0,0.0,0.0
2398,White,M,Construction & Inspections,77,66,R,A,0.0,0.0,11.0,0.0,0.0
2399,White,F,Seattle Public Library,62,45,R,A,0.0,1.0,6.0,0.0,0.0
2400,White,M,Finance & Admin Services,66,55,R,A,0.0,0.0,10.0,0.0,0.0
2401,White,M,Information Technology,54,63,R,A,0.0,0.0,8.0,0.0,0.0
2402,White,M,Fire Department,65,56,R,A,0.0,0.0,5.0,0.0,0.0
2403,White,M,Seattle Dept of Transportation,27,32,R,A,0.0,0.0,4.0,0.0,0.0
2404,White,M,Seattle City Light,63,157,R,A,0.0,0.0,1.0,0.0,0.0
2405,White,M,Parks & Recreation,36,18,T,A,0.0,0.0,0.0,1.0,0.0
2406,White,F,Law Department,59,55,R,A,0.0,1.0,13.0,0.0,0.0
2407,White,F,Police Department,67,70,R,A,0.0,1.0,2.0,0.0,0.0
2408,White,F,Finance & Admin Services,31,43,R,A,0.0,1.0,10.0,0.0,0.0
2409,White,M,Seattle Center,62,41,R,A,0.0,0.0,9.0,0.0,0.0
2410,White,M,Police Department,53,70,R,A,0.0,0.0,2.0,0.0,0.0
2411,White,M,Seattle Public Utilities,45,46,R,A,0.0,0.0,3.0,0.0,0.0
2412,White,M,Finance & Admin Services,28,39,R,A,0.0,0.0,10.0,0.0,0.0
2413,White,M,Information Technology,46,59,R,A,0.0,0.0,8.0,0.0,0.0
2414,White,M,Parks & Recreation,40,56,R,A,0.0,0.0,0.0,0.0,0.0
2415,White,F,Seattle City Light,40,52,R,A,0.0,1.0,1.0,0.0,0.0
2416,White,M,Parks & Recreation,41,23,T,A,0.0,0.0,0.0,1.0,0.0
2417,White,F,Human Services Department,34,33,R,A,0.0,1.0,7.0,0.0,0.0
2418,White,M,Parks & Recreation,30,32,R,A,0.0,0.0,0.0,0.0,0.0
2419,White,F,Police Department,63,107,R,A,0.0,1.0,2.0,0.0,0.0
2420,White,F,Seattle City Light,65,91,R,A,0.0,1.0,1.0,0.0,0.0
2421,White,M,Neighborhoods,65,48,R,A,0.0,0.0,18.0,0.0,0.0
2422,White,M,Construction & Inspections,56,59,R,A,0.0,0.0,11.0,0.0,0.0
2423,White,M,Parks & Recreation,68,19,T,A,0.0,0.0,0.0,1.0,0.0
2424,White,M,Information Technology,54,67,R,A,0.0,0.0,8.0,0.0,0.0
2425,White,F,Police Department,54,58,R,A,0.0,1.0,2.0,0.0,0.0
2426,White,M,Fire Department,49,50,R,A,0.0,0.0,5.0,0.0,0.0
2427,White,F,Parks & Recreation,21,18,T,A,0.0,1.0,0.0,1.0,0.0
2428,White,M,Seattle Center,64,36,T,A,0.0,0.0,9.0,1.0,0.0
2429,White,M,Seattle Center,80,36,T,A,0.0,0.0,9.0,1.0,0.0
2430,White,M,Parks & Recreation,53,33,R,A,0.0,0.0,0.0,0.0,0.0
2431,White,M,Seattle Center,68,36,T,A,0.0,0.0,9.0,1.0,0.0
2432,White,M,Parks & Recreation,60,41,R,A,0.0,0.0,0.0,0.0,0.0
2433,White,M,Parks & Recreation,60,31,R,A,0.0,0.0,0.0,0.0,0.0
2434,White,F,Seattle Dept of Transportation,40,44,R,A,0.0,1.0,4.0,0.0,0.0
2435,White,M,Police Department,39,50,R,A,0.0,0.0,2.0,0.0,0.0
2436,White,F,Municipal Court,31,34,R,A,0.0,1.0,12.0,0.0,0.0
2437,White,M,Seattle City Light,46,57,R,A,0.0,0.0,1.0,0.0,0.0
2438,White,F,Municipal Court,54,31,R,A,0.0,1.0,12.0,0.0,0.0
2439,White,F,Parks & Recreation,60,20,T,A,0.0,1.0,0.0,1.0,0.0
2440,White,F,Human Services Department,62,39,R,A,0.0,1.0,7.0,0.0,0.0
2441,White,F,Police Department,54,68,R,A,0.0,1.0,2.0,0.0,0.0
2442,White,M,Seattle Dept of Human Resource,38,73,R,A,0.0,0.0,16.0,0.0,0.0
2443,White,M,Seattle Public Utilities,73,34,R,A,0.0,0.0,3.0,0.0,0.0
2444,White,M,Seattle City Light,66,55,R,A,0.0,0.0,1.0,0.0,0.0
2445,White,M,Fire Department,47,64,R,A,0.0,0.0,5.0,0.0,0.0
2446,White,F,Seattle Dept of Transportation,60,51,R,A,0.0,1.0,4.0,0.0,0.0
2447,White,M,Seattle City Light,65,21,T,A,0.0,0.0,1.0,1.0,0.0
2448,White,F,Seattle Dept of Transportation,51,32,R,A,0.0,1.0,4.0,0.0,0.0
2449,White,M,Information Technology,42,69,R,A,0.0,0.0,8.0,0.0,0.0
2450,White,M,Information Technology,52,18,R,A,0.0,0.0,8.0,0.0,0.0
2451,White,M,Seattle City Light,26,61,R,A,0.0,0.0,1.0,0.0,0.0
2452,White,M,Seattle City Light,64,61,R,A,0.0,0.0,1.0,0.0,0.0
2453,White,M,Parks & Recreation,54,41,T,A,0.0,0.0,0.0,1.0,0.0
2454,White,F,Finance & Admin Services,40,31,R,A,0.0,1.0,10.0,0.0,0.0
2455,White,M,Parks & Recreation,40,17,T,A,0.0,0.0,0.0,1.0,0.0
2456,White,F,Parks & Recreation,17,19,T,A,0.0,1.0,0.0,1.0,0.0
2457,White,M,Police Department,25,33,R,A,0.0,0.0,2.0,0.0,0.0
2458,White,F,Seattle Center,84,18,T,A,0.0,1.0,9.0,1.0,0.0
2459,White,M,Fire Department,37,41,R,A,0.0,0.0,5.0,0.0,0.0
2460,White,F,Human Services Department,57,49,R,A,0.0,1.0,7.0,0.0,0.0
2461,White,F,Seattle Public Library,46,46,R,A,0.0,1.0,6.0,0.0,0.0
2462,White,F,Arts & Culture,54,48,R,A,0.0,1.0,22.0,0.0,0.0
2463,White,M,Police Department,46,54,R,A,0.0,0.0,2.0,0.0,0.0
2464,White,M,Finance & Admin Services,33,44,R,A,0.0,0.0,10.0,0.0,0.0
2465,White,M,Seattle Public Utilities,57,43,R,A,0.0,0.0,3.0,0.0,0.0
2466,White,M,Police Department,36,55,R,A,0.0,0.0,2.0,0.0,0.0
2467,White,M,Parks & Recreation,61,30,R,A,0.0,0.0,0.0,0.0,0.0
2468,White,M,Seattle Public Utilities,44,51,R,A,0.0,0.0,3.0,0.0,0.0
2469,White,F,Seattle Public Library,49,46,R,A,0.0,1.0,6.0,0.0,0.0
2470,White,M,Police Department,51,57,R,A,0.0,0.0,2.0,0.0,0.0
2471,White,M,Seattle City Light,37,61,R,A,0.0,0.0,1.0,0.0,0.0
2472,White,F,Seattle City Light,63,77,R,A,0.0,1.0,1.0,0.0,0.0
2473,White,M,Police Department,35,54,R,A,0.0,0.0,2.0,0.0,0.0
2474,White,F,Finance & Admin Services,36,44,R,A,0.0,1.0,10.0,0.0,0.0
2475,White,F,Information Technology,66,61,R,A,0.0,1.0,8.0,0.0,0.0
2476,White,M,Seattle Public Utilities,35,38,R,A,0.0,0.0,3.0,0.0,0.0
2477,White,M,Seattle Public Library,65,35,R,A,0.0,0.0,6.0,0.0,0.0
2478,White,M,Information Technology,53,72,R,A,0.0,0.0,8.0,0.0,0.0
2479,White,M,Seattle Public Utilities,49,37,R,A,0.0,0.0,3.0,0.0,0.0
2480,White,M,Seattle City Light,51,57,R,A,0.0,0.0,1.0,0.0,0.0
2481,White,M,Seattle Center,37,36,T,A,0.0,0.0,9.0,1.0,0.0
2482,White,F,Seattle Center,38,36,T,A,0.0,1.0,9.0,1.0,0.0
2483,White,N,Human Services Department,55,37,R,A,0.0,2.0,7.0,0.0,0.0
2484,White,M,Finance & Admin Services,23,39,R,A,0.0,0.0,10.0,0.0,0.0
2485,White,F,Seattle Dept of Transportation,34,34,R,A,0.0,1.0,4.0,0.0,0.0
2486,White,M,Parks & Recreation,58,25,T,A,0.0,0.0,0.0,1.0,0.0
2487,White,M,Information Technology,59,66,R,A,0.0,0.0,8.0,0.0,0.0
2488,White,M,Fire Department,41,57,R,A,0.0,0.0,5.0,0.0,0.0
2489,White,M,Seattle City Light,38,50,R,A,0.0,0.0,1.0,0.0,0.0
2490,White,M,Seattle Dept of Transportation,30,47,R,A,0.0,0.0,4.0,0.0,0.0
2491,White,M,Seattle City Light,50,43,R,A,0.0,0.0,1.0,0.0,0.0
2492,White,F,Planning & Comm Development,37,57,R,A,0.0,1.0,21.0,0.0,0.0
2493,White,F,Police Department,30,55,R,A,0.0,1.0,2.0,0.0,0.0
2494,White,M,Finance & Admin Services,60,41,R,A,0.0,0.0,10.0,0.0,0.0
2495,White,F,Parks & Recreation,48,45,R,A,0.0,1.0,0.0,0.0,0.0
2496,White,F,Construction & Inspections,40,78,R,A,0.0,1.0,11.0,0.0,0.0
2497,White,M,Parks & Recreation,59,57,R,A,0.0,0.0,0.0,0.0,0.0
2498,White,F,City Budget Office,48,73,R,A,0.0,1.0,23.0,0.0,0.0
2499,White,M,Seattle Dept of Transportation,50,72,R,A,0.0,0.0,4.0,0.0,0.0
2500,White,M,Police Department,41,73,R,A,0.0,0.0,2.0,0.0,0.0
2501,White,M,Parks & Recreation,28,25,T,A,0.0,0.0,0.0,1.0,0.0
2502,White,M,Legislative Department,49,48,R,A,0.0,0.0,17.0,0.0,0.0
2503,White,F,Seattle Dept of Transportation,35,34,R,A,0.0,1.0,4.0,0.0,0.0
2504,White,M,Police Department,43,69,R,A,0.0,0.0,2.0,0.0,0.0
2505,White,M,Seattle Dept of Transportation,51,38,R,A,0.0,0.0,4.0,0.0,0.0
2506,White,M,Seattle City Light,60,66,R,A,0.0,0.0,1.0,0.0,0.0
2507,White,M,Seattle Dept of Transportation,30,37,R,A,0.0,0.0,4.0,0.0,0.0
2508,White,M,Parks & Recreation,24,23,T,A,0.0,0.0,0.0,1.0,0.0
2509,White,M,Seattle Dept of Transportation,29,49,R,A,0.0,0.0,4.0,0.0,0.0
2510,White,F,Parks & Recreation,30,31,R,A,0.0,1.0,0.0,0.0,0.0
2511,White,F,Commnty Sfty and Comm Ctr Dept,33,36,R,A,0.0,1.0,14.0,0.0,0.0
2512,White,M,Fire Department,35,45,R,A,0.0,0.0,5.0,0.0,0.0
2513,White,F,Seattle Public Utilities,65,51,R,A,0.0,1.0,3.0,0.0,0.0
2514,White,F,Parks & Recreation,21,19,T,A,0.0,1.0,0.0,1.0,0.0
2515,White,F,Office of Housing,43,46,R,A,0.0,1.0,19.0,0.0,0.0
2516,White,M,Seattle City Light,62,53,R,A,0.0,0.0,1.0,0.0,0.0
2517,White,M,Information Technology,35,67,R,A,0.0,0.0,8.0,0.0,0.0
2518,White,F,Arts & Culture,47,48,R,A,0.0,1.0,22.0,0.0,0.0
2519,White,F,Parks & Recreation,68,18,T,A,0.0,1.0,0.0,1.0,0.0
2520,White,M,Information Technology,61,73,R,A,0.0,0.0,8.0,0.0,0.0
2521,White,M,Seattle Public Utilities,63,72,R,A,0.0,0.0,3.0,0.0,0.0
2522,White,F,Seattle City Light,52,61,R,A,0.0,1.0,1.0,0.0,0.0
2523,White,M,Police Department,50,66,R,A,0.0,0.0,2.0,0.0,0.0
2524,White,M,Parks & Recreation,55,29,R,A,0.0,0.0,0.0,0.0,0.0
2525,White,M,Seattle City Light,64,69,R,A,0.0,0.0,1.0,0.0,0.0
2526,White,M,Seattle Public Utilities,64,51,R,A,0.0,0.0,3.0,0.0,0.0
2527,White,F,Parks & Recreation,41,43,R,A,0.0,1.0,0.0,0.0,0.0
2528,White,M,Fire Department,38,43,R,A,0.0,0.0,5.0,0.0,0.0
2529,White,F,Seattle Public Library,36,33,R,A,0.0,1.0,6.0,0.0,0.0
2530,White,F,Police Department,33,57,R,A,0.0,1.0,2.0,0.0,0.0
2531,White,M,Seattle Dept of Transportation,33,30,R,A,0.0,0.0,4.0,0.0,0.0
2532,White,F,Municipal Court,56,57,T,A,0.0,1.0,12.0,1.0,0.0
2533,White,M,Fire Department,46,46,R,A,0.0,0.0,5.0,0.0,0.0
2534,White,M,Fire Department,50,50,R,A,0.0,0.0,5.0,0.0,0.0
2535,White,M,Police Department,62,92,R,A,0.0,0.0,2.0,0.0,0.0
2536,White,M,Police Department,54,63,R,A,0.0,0.0,2.0,0.0,0.0
2537,White,F,Information Technology,60,65,R,A,0.0,1.0,8.0,0.0,0.0
2538,White,M,Fire Department,53,57,R,A,0.0,0.0,5.0,0.0,0.0
2539,White,M,Fire Department,53,48,R,A,0.0,0.0,5.0,0.0,0.0
2540,White,M,Fire Department,51,58,R,A,0.0,0.0,5.0,0.0,0.0
2541,White,M,Seattle Dept of Transportation,57,56,R,A,0.0,0.0,4.0,0.0,0.0
2542,White,M,Fire Department,47,50,R,A,0.0,0.0,5.0,0.0,0.0
2543,White,M,Finance & Admin Services,32,38,R,A,0.0,0.0,10.0,0.0,0.0
2544,White,F,Seattle City Light,58,46,R,A,0.0,1.0,1.0,0.0,0.0
2545,White,F,Construction & Inspections,69,66,R,A,0.0,1.0,11.0,0.0,0.0
2546,White,M,Seattle Center,47,36,T,A,0.0,0.0,9.0,1.0,0.0
2547,White,M,Seattle City Light,50,42,R,A,0.0,0.0,1.0,0.0,0.0
2548,White,M,Police Department,40,69,R,A,0.0,0.0,2.0,0.0,0.0
2549,White,M,Construction & Inspections,61,52,R,A,0.0,0.0,11.0,0.0,0.0
2550,White,M,Seattle Public Utilities,66,59,R,A,0.0,0.0,3.0,0.0,0.0
2551,White,F,Planning & Comm Development,59,55,R,A,0.0,1.0,21.0,0.0,0.0
2552,White,F,Seattle City Light,42,71,R,A,0.0,1.0,1.0,0.0,0.0
2553,White,M,Seattle Dept of Human Resource,36,46,R,A,0.0,0.0,16.0,0.0,0.0
2554,White,M,Seattle Dept of Human Resource,58,46,R,A,0.0,0.0,16.0,0.0,0.0
2555,White,M,Fire Department,44,46,R,A,0.0,0.0,5.0,0.0,0.0
2556,White,F,Seattle Public Utilities,42,55,R,A,0.0,1.0,3.0,0.0,0.0
2557,White,F,Fire Department,47,63,R,A,0.0,1.0,5.0,0.0,0.0
2558,White,M,Seattle Public Utilities,55,51,R,A,0.0,0.0,3.0,0.0,0.0
2559,White,M,Fire Department,38,47,R,A,0.0,0.0,5.0,0.0,0.0
2560,White,F,Seattle Public Library,63,38,R,A,0.0,1.0,6.0,0.0,0.0
2561,White,M,Seattle Dept of Transportation,48,31,R,A,0.0,0.0,4.0,0.0,0.0
