Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
White,F,Seattle Public Utilities,61,34.47,T,A
White,F,Seattle Center,66,38.86,R,A
White,M,Seattle Public Library,44,28.5,R,A
White,F,Human Services Department,45,62.35,R,A
White,M,Seattle City Light,56,69.6,R,A
White,M,Seattle Public Utilities,44,66.269,R,A
White,M,Construction & Inspections,45,52.18,R,A
White,F,Law Department,40,67.34,R,A
White,F,Parks & Recreation,27,22.86,T,A
White,M,Seattle City Light,54,61.86,R,A
White,F,Office of Labor Standards,36,61.11,R,A
White,M,Construction & Inspections,56,66.617,R,A
White,F,Seattle Public Utilities,37,48.6,T,A
White,M,Seattle City Light,47,55.44,R,A
White,M,Seattle Public Utilities,37,21.51,R,A
White,M,Fire Department,45,43.98,R,A
White,M,Parks & Recreation,64,34.08,R,A
White,M,Seattle City Light,44,61.86,R,A
White,F,Police Department,37,109.861,R,A
White,F,Seattle Public Library,44,46.07,R,A
White,F,Seattle Center,42,18.56,T,A
White,M,City Budget Office,39,60.85,R,A
White,F,Parks & Recreation,52,91.093,R,A
White,M,Finance & Admin Services,54,61.424,R,A
White,F,Office of Economic Development,29,40.08,T,A
White,M,Parks & Recreation,49,40.86,R,A
White,F,Off of Emergency Mngmnt Dept,61,80.47,R,A
White,F,Seattle Public Utilities,60,53.2,R,A
White,M,Construction & Inspections,53,66.617,R,A
White,F,Parks & Recreation,18,19.51,T,A
White,M,Construction & Inspections,58,56.25,R,A
White,M,Seattle City Light,45,18.61,R,A
White,M,Off of Emergency Mngmnt Dept,40,31.35,R,A
White,M,Parks & Recreation,33,33.33,R,A
White,M,Office of Economic Development,61,50.931,R,A
White,M,Seattle Dept of Transportation,58,37.84,R,A
White,M,Seattle Dept of Transportation,39,38.95,R,A
White,N,Seattle Public Library,33,31.68,R,A
White,M,Seattle City Light,54,60.59,R,A
White,F,Parks & Recreation,49,18.56,T,A
White,M,Parks & Recreation,35,17.27,T,A
White,F,Information Technology,54,49.49,R,A
White,F,Finance & Admin Services,35,53.087,R,A
White,F,Human Services Department,36,37.84,R,A
White,M,Seattle Public Utilities,50,43.27,R,A
White,F,Finance & Admin Services,64,31.35,R,A
White,M,Fire Department,31,46.9,R,A
White,M,Seattle City Light,46,61.86,R,A
White,M,Seattle City Light,54,61.86,R,A
White,M,Seattle City Light,23,53.83,R,A
White,M,Fire Department,46,50.86,R,A
White,F,Seattle City Light,61,78.53,R,A
White,F,Information Technology,46,71.093,R,A
White,M,Police Department,38,55.34,R,A
White,F,Human Services Department,27,37.84,R,A
White,M,Seattle Public Utilities,56,67.255,R,A
White,M,Police Department,51,57.44,R,A
White,F,Intergovernment Relations,32,64.895,R,A
White,M,Finance & Admin Services,60,41.38,R,A
White,F,Office of Housing,48,69.563,R,A
White,M,Parks & Recreation,56,52,R,A
White,M,Construction & Inspections,68,55.39,R,A
White,M,Information Technology,67,67.525,R,A
White,F,Seattle Public Utilities,70,57.87,R,A
White,M,Construction & Inspections,56,109.16,R,A
White,M,Seattle Public Utilities,60,38.81,R,A
White,M,Parks & Recreation,23,18.56,T,A
White,M,Fire Department,45,55.87,R,A
White,M,Seattle Dept of Transportation,68,51.32,R,A
White,M,Law Department,44,87.8,R,A
White,F,Police Department,34,30.01,R,A
White,F,Law Department,54,33.14,R,A
White,M,Seattle Center,33,21.96,T,A
White,M,Commnty Sfty and Comm Ctr Dept,34,42.24,R,A
White,M,Seattle City Light,41,61.86,R,A
White,M,Finance & Admin Services,46,61.66,R,A
White,F,Construction & Inspections,67,52.41,R,A
White,M,Seattle Dept of Transportation,59,44.7,R,A
White,M,Seattle Public Utilities,49,44.95,R,A
White,F,Sustainability & Environment,31,51.267,T,A
White,M,Fire Department,38,46.9,R,A
White,M,Seattle Dept of Transportation,63,43.63,R,A
White,F,Parks & Recreation,51,35.05,R,A
White,M,Police Department,51,88.08,R,A
White,F,Police Department,58,37.84,R,A
White,M,Police Department,55,61.63,R,A
White,F,Fire Department,55,104.07,R,A
White,M,Seattle Dept of Transportation,32,56.52,R,A
White,F,Parks & Recreation,56,62.061,R,A
White,F,Fire Department,59,55.15,R,A
White,M,Seattle Center,59,38.57,R,A
White,M,Parks & Recreation,23,19.64,R,A
White,M,Seattle City Light,31,55.68,R,A
White,M,Police Department,34,53.5,R,A
White,M,Seattle Center,39,25.58,T,A
White,F,Parks & Recreation,25,18.56,T,A
White,F,Parks & Recreation,38,60.78,R,A
White,F,Parks & Recreation,20,19.51,T,A
White,M,Fire Department,51,61.28,R,A
White,M,Information Technology,55,63.75,R,A
White,F,Seattle Center,65,18.56,T,A
White,F,Seattle Dept of Transportation,35,50.17,R,A
White,M,Municipal Court,51,29.03,R,A
White,M,Finance & Admin Services,51,31.6,R,A
White,F,Seattle Dept of Transportation,33,57.87,R,A
White,F,Police Department,37,46.68,R,A
White,F,Seattle Dept of Transportation,53,87.703,R,A
White,M,Police Department,30,47.69,R,A
White,F,Law Department,51,80.317,R,A
White,M,Police Department,25,47.69,R,A
White,F,Parks & Recreation,56,35.46,R,A
White,F,Legislative Department,53,46.68,R,A
White,F,Commnty Sfty and Comm Ctr Dept,36,53.13,R,A
White,M,Fire Department,37,53.03,R,L
White,F,Municipal Court,39,47.69,R,A
White,M,Seattle City Light,28,55.68,R,A
White,F,Information Technology,59,75.984,R,A
White,F,Parks & Recreation,58,34.47,R,A
White,M,Seattle Public Library,54,46.07,R,A
White,M,Seattle Dept of Transportation,73,35.46,R,A
White,F,Seattle City Light,57,66.7695,R,A
White,M,Fire Department,45,71.76,R,A
White,F,Seattle Dept of Transportation,30,44.95,R,A
White,M,Fire Department,49,60.87,R,A
White,M,Seattle City Light,59,51.39,R,A
White,M,Seattle Center,48,36.05,T,A
White,F,Construction & Inspections,28,46.51,R,A
White,F,Construction & Inspections,52,33.78,R,A
White,F,Construction & Inspections,40,66.617,R,A
White,F,Information Technology,50,70.826,R,A
White,F,Commnty Sfty and Comm Ctr Dept,31,40.67,R,A
White,F,Neighborhoods,65,31.35,R,A
White,F,Finance & Admin Services,56,84.428,R,A
White,M,Seattle City Light,52,71.79,R,A
White,M,Seattle Dept of Human Resource,33,55.276,R,A
White,M,Parks & Recreation,61,25.58,T,A
White,M,Seattle Public Utilities,53,65.7,T,A
White,F,Seattle Dept of Transportation,56,70.63,R,A
White,M,Parks & Recreation,63,32.85,R,A
White,F,Seattle City Light,50,37.1,R,A
White,F,Seattle Dept of Human Resource,53,60.596,R,A
White,M,Parks & Recreation,29,30.48,T,A
White,F,Parks & Recreation,21,19.51,T,A
White,F,Parks & Recreation,19,18.56,T,A
White,F,Law Department,36,68.358,R,A
White,M,Fire Department,52,50.44,R,A
White,M,Seattle Center,61,36.05,T,A
White,M,Seattle Dept of Transportation,69,66.35,T,A
White,M,Fire Department,27,34.81,R,A
White,M,Parks & Recreation,20,25.58,T,A
White,F,Police Department,32,40.08,R,A
White,M,Parks & Recreation,17,19.51,T,A
White,M,Seattle Center,65,18.56,T,A
White,M,Seattle City Light,38,31.35,R,A
White,M,Seattle City Light,39,58.91,R,A
White,M,Parks & Recreation,45,23.65,R,A
White,F,Seattle Public Utilities,39,46.68,R,A
White,F,Law Department,66,88.2133,R,A
White,M,Seattle City Light,42,54.6,R,A
White,F,Seattle Public Utilities,34,37.1,T,A
White,M,Seattle Center,37,29.07,R,A
White,F,Seattle Public Utilities,50,67.49,R,A
White,F,Seattle City Light,59,61.86,R,A
White,M,Parks & Recreation,58,35.46,R,A
White,M,Parks & Recreation,34,26.24,T,A
White,M,Fire Department,50,62.23,R,A
White,F,Seattle Public Utilities,46,61.02,R,A
White,M,Parks & Recreation,64,46.68,R,A
White,M,Fire Department,58,64.73,R,A
White,F,Seattle City Light,61,42.42,R,A
White,M,Seattle Center,57,45.75,R,A
White,F,Parks & Recreation,55,30.09,R,A
White,M,Construction & Inspections,47,53.2,R,A
White,M,Seattle City Light,67,52.49,R,A
White,M,Police Department,47,61.36,R,A
White,F,Parks & Recreation,60,32.52,R,A
White,M,Parks & Recreation,33,32.85,R,A
White,F,Seattle City Light,71,41.66,R,A
White,M,Parks & Recreation,44,30.09,R,A
White,F,Seattle Public Utilities,70,57.87,R,A
White,F,Police Department,75,31.35,R,A
White,M,Seattle Center,35,36.05,T,A
White,M,Seattle Center,53,41.18,R,A
White,M,Fire Department,55,76.43,R,A
White,F,Seattle Public Library,59,68.56,R,A
White,F,Municipal Court,66,31.35,R,A
White,M,Construction & Inspections,33,60.81,R,A
White,M,Police Department,33,54.29,R,A
White,M,Seattle City Light,61,37.86,R,A
White,M,Police Department,32,54.29,R,A
White,M,Fire Department,62,76.43,R,A
White,F,Seattle City Light,25,36.48,R,A
White,M,Parks & Recreation,67,37.84,R,A
White,M,Police Department,27,45.96,R,A
White,M,Seattle Public Library,44,61.85,R,A
White,M,Seattle City Light,40,69.6,R,A
White,M,Seattle City Light,62,92.2759,R,A
White,F,Seattle City Light,66,88.7069,R,A
White,F,Information Technology,45,52.245,R,A
White,M,Law Department,36,53.217,R,A
White,F,Parks & Recreation,37,53.23,R,A
White,M,Seattle City Light,44,61.86,R,A
White,F,Seattle Public Library,28,23.46,R,A
White,M,Seattle Public Library,23,23.46,R,A
White,M,Parks & Recreation,27,34.54,R,A
White,M,Seattle City Light,42,29.73,R,A
White,M,Parks & Recreation,52,35.05,R,A
White,F,Commnty Sfty and Comm Ctr Dept,45,36.31,R,A
White,F,Seattle Dept of Transportation,56,46.68,R,A
White,M,Seattle City Light,40,53.23,R,A
White,M,Legislative Department,72,40.7089,R,A
White,M,Law Department,59,33.14,R,A
White,M,Seattle Dept of Transportation,59,70.63,R,A
White,M,Fire Department,35,36.9,R,A
White,M,Fire Department,34,36.9,R,A
White,M,Fire Department,43,41.07,R,A
White,F,Finance & Admin Services,50,89.12,R,A
White,F,Parks & Recreation,56,52.79,R,A
White,M,Parks & Recreation,29,25.46,T,A
White,M,Parks & Recreation,33,18.56,T,A
White,M,Construction & Inspections,70,78.122,R,A
White,M,Seattle City Light,41,55.63,R,A
White,M,Seattle City Light,40,38.67,R,A
White,M,Construction & Inspections,52,66.617,R,A
White,M,Information Technology,60,62.601,T,A
White,M,Seattle City Light,65,45.96,R,A
White,M,Fire Department,37,36.9,R,A
White,M,Police Department,32,40.06,R,A
White,M,Municipal Court,67,57.49,T,A
White,M,Seattle Center,58,41.61,R,A
White,M,Seattle City Light,39,52.41,R,A
White,M,Police Department,64,63.46,R,A
White,F,Hearing Examiner,52,82.008,R,A
White,M,Fire Department,27,36.9,R,A
White,M,Parks & Recreation,32,22.78,R,A
White,M,Seattle Public Utilities,47,38.07,R,A
White,M,Seattle City Light,40,67.27,R,A
White,F,Commnty Sfty and Comm Ctr Dept,24,32.47,R,A
White,F,Seattle Dept of Transportation,47,100.813,R,A
White,F,Information Technology,45,67.423,R,A
White,F,Fire Department,63,76.43,R,A
White,M,Parks & Recreation,53,41.83,R,A
White,F,Seattle Center,69,36.05,T,A
White,M,Police Department,61,62.68,R,A
White,M,Seattle Dept of Transportation,36,38.95,R,A
White,M,Parks & Recreation,16,21.05,T,A
White,F,Seattle Public Utilities,49,41.26,R,A
White,M,Seattle Dept of Transportation,53,72.774,R,A
White,M,Police Department,26,42.96,R,A
White,M,Seattle Public Utilities,56,70.19,R,A
White,F,Seattle City Light,39,54.4,R,A
White,M,Police Department,50,68.5,R,A
White,F,Human Services Department,52,60,R,A
White,M,Parks & Recreation,45,19.64,R,A
White,M,Seattle Public Library,46,28.5,R,A
White,M,Seattle City Light,42,61.86,R,A
White,M,Human Services Department,48,39.28,R,A
White,F,Parks & Recreation,17,19.51,T,A
White,M,Seattle Dept of Transportation,47,87.7,R,A
White,M,Fire Department,46,51.49,R,A
White,M,Parks & Recreation,34,20.75,T,A
White,F,Human Services Department,39,35.05,R,A
White,M,Seattle Public Utilities,58,38.95,R,A
White,M,Information Technology,69,46.68,R,A
White,M,Seattle City Light,35,53.45,R,A
White,F,Seattle City Light,52,28,R,A
White,F,Parks & Recreation,68,19.29,T,A
White,M,Construction & Inspections,33,78.122,R,A
White,F,Police Department,49,59.8,R,A
White,F,Parks & Recreation,23,19.64,T,A
White,F,Police Department,65,85.81,R,A
White,M,Seattle Center,58,18.56,T,A
White,M,Construction & Inspections,55,73.15,R,A
White,F,Seattle Dept of Transportation,63,31.35,R,A
White,M,Seattle City Light,62,69.6,R,A
White,M,Parks & Recreation,25,25.46,T,A
White,M,Parks & Recreation,16,19.51,T,A
White,M,Fire Department,33,46.48,R,A
White,M,Office of Housing,53,38.92,R,A
White,M,Seattle Dept of Transportation,25,33.64,R,A
White,M,Fire Department,44,49.82,R,A
White,M,Police Department,41,57.7,R,A
White,M,Fire Department,44,51.9,R,A
White,M,Law Department,37,83.813,R,A
White,F,Seattle Dept of Transportation,35,61.387,R,A
White,M,Seattle Public Library,52,33.25,R,A
White,M,Fire Department,45,48.98,R,A
White,M,Seattle Dept of Transportation,58,57.87,R,A
White,M,Seattle City Light,38,37.86,R,A
White,M,Fire Department,45,49.82,R,A
White,M,Information Technology,60,53.753,R,A
White,M,Construction & Inspections,52,38.4,R,A
White,F,Seattle Public Utilities,29,35.35,R,A
White,M,Seattle City Light,52,50.38,R,A
White,F,Seattle Dept of Transportation,51,77.05,R,A
White,M,Seattle City Light,62,77.88,R,A
White,M,Fire Department,45,55.24,R,A
White,F,Seattle Center,59,18.56,T,A
White,F,Parks & Recreation,21,19.51,T,A
White,M,Fire Department,37,43.98,R,A
White,F,Finance & Admin Services,67,67.49,R,A
White,M,Fire Department,42,71.76,R,A
White,M,Seattle Public Library,66,27.05,R,A
White,F,Seattle City Light,60,34.47,R,A
White,M,Fire Department,42,46.9,R,A
White,F,Seattle Center,62,18.56,T,A
White,M,Seattle City Light,56,61.86,R,A
White,F,Human Services Department,47,57.791,R,A
White,M,Fire Department,28,60.33,R,A
White,M,Sustainability & Environment,38,58.931,R,A
White,M,Parks & Recreation,17,19.51,T,A
White,M,Seattle City Light,40,58.78,R,A
White,M,Parks & Recreation,45,46.37,R,A
White,M,Police Department,32,50.03,R,A
White,M,Seattle City Light,35,55.68,R,A
White,F,City Budget Office,29,59.2,R,A
White,F,Human Services Department,59,56.721,R,A
White,M,Parks & Recreation,31,31.86,R,A
White,M,Police Department,36,54.29,R,A
White,M,Information Technology,60,65.196,R,A
White,M,Seattle Dept of Transportation,34,24.78,T,A
White,M,Seattle Public Utilities,36,49.4,R,A
White,F,Neighborhoods,51,46.68,R,A
White,F,Human Services Department,65,44.95,R,A
White,F,Commnty Sfty and Comm Ctr Dept,43,53.13,R,A
White,F,Finance & Admin Services,52,58.55,R,A
White,M,Fire Department,26,34.81,R,A
White,M,Seattle City Light,55,38.64,R,A
White,F,Seattle Public Utilities,60,37.84,R,A
White,M,Commnty Sfty and Comm Ctr Dept,29,32.47,R,A
White,F,Finance & Admin Services,51,73.448,R,A
White,M,Finance & Admin Services,35,46.68,R,A
White,M,Parks & Recreation,17,19.51,T,A
White,F,Law Department,69,29.03,R,A
White,M,Fire Department,46,53.15,R,A
White,F,Human Services Department,48,26.05,R,A
White,M,Police Department,44,69.4,R,A
White,F,Seattle Dept of Transportation,70,66.35,R,A
White,M,Fire Department,29,34.81,R,A
White,M,Seattle Public Utilities,39,38.07,R,A
White,M,Seattle Public Utilities,32,34.52,R,A
White,M,Finance & Admin Services,43,41.38,R,A
White,F,Police Department,24,44.01,R,A
White,M,Seattle Dept of Transportation,23,30.09,T,A
White,M,Police Department,43,57.44,R,A
White,M,Seattle Dept of Transportation,52,37.29,R,A
White,M,Law Department,43,71.084,R,A
White,F,Seattle Center,52,40.08,T,A
White,M,Seattle City Light,43,61.86,R,A
White,M,Fire Department,26,43.15,R,A
White,M,Information Technology,61,62.838,R,A
White,F,Seattle Public Library,24,24.67,R,A
White,F,Police Department,24,40.06,R,A
White,F,Parks & Recreation,35,43.34,R,A
White,F,Seattle Dept of Transportation,36,47.34,R,A
White,F,Information Technology,32,84,R,A
White,M,Seattle Center,66,36.05,T,A
White,M,Police Department,60,60.84,R,A
White,F,Law Department,54,76.483,R,A
White,N,Seattle Public Library,37,23.46,R,A
White,M,Parks & Recreation,28,18.56,T,A
White,M,Information Technology,63,60.255,R,A
White,F,Municipal Court,37,38.95,R,A
White,F,Parks & Recreation,35,30.09,R,A
White,F,Seattle Public Utilities,30,31.02,R,A
White,F,Seattle Public Utilities,53,41.26,R,A
White,M,Parks & Recreation,39,40.25,R,A
White,M,Seattle Dept of Transportation,28,46.61,R,A
White,F,Police Department,47,51.39,R,A
White,M,Seattle Center,63,36.05,T,A
White,M,Information Technology,50,61.972,R,A
White,F,Human Services Department,59,59.65,R,A
White,M,Finance & Admin Services,67,46.68,R,A
White,M,Seattle Center,38,36.05,T,A
White,M,Finance & Admin Services,65,59.882,R,A
White,F,Finance & Admin Services,34,47.34,R,A
White,F,Seattle Public Utilities,61,51.39,R,A
White,M,Police Department,47,59.8,R,A
White,M,Seattle Dept of Transportation,49,51.32,R,A
White,M,Seattle Dept of Transportation,33,60.16,R,A
White,F,Seattle Dept of Transportation,31,49.49,R,A
White,F,Seattle City Light,52,98.6055,R,A
White,F,Parks & Recreation,28,22.96,T,A
White,M,Seattle Public Utilities,56,60.59,R,A
White,F,Seattle City Light,59,86.2745,R,A
White,M,Fire Department,50,50.86,R,A
White,M,Seattle City Light,47,69.6,R,A
White,F,Municipal Court,34,45,R,A
White,M,Police Department,41,54.29,R,A
White,M,Police Department,51,60.58,R,A
White,M,Construction & Inspections,65,59.55,R,A
White,M,Seattle Public Library,38,68.56,R,A
White,F,Seattle City Light,51,51.25,R,A
White,F,Seattle Public Library,40,46.07,R,A
White,F,Parks & Recreation,62,72.041,R,A
White,F,Fire Department,51,50.86,R,A
White,F,Seattle City Light,55,38.57,R,A
White,M,Information Technology,33,75.289,R,A
White,F,Construction & Inspections,52,66.61,R,A
White,M,Construction & Inspections,42,52.18,R,A
White,F,Finance & Admin Services,33,47.34,R,A
White,M,Seattle City Light,41,58.78,R,A
White,M,Construction & Inspections,39,32.52,R,A
White,M,Fire Department,36,43.15,R,A
White,F,Seattle Public Utilities,58,61.51,R,A
White,M,Seattle City Light,35,93,R,A
White,F,Finance & Admin Services,59,18.61,R,A
White,M,Police Department,49,60.58,R,A
White,M,Seattle City Light,48,34.08,R,A
White,M,Finance & Admin Services,51,53.45,R,A
White,M,Seattle City Light,40,55.68,R,A
White,M,Seattle Dept of Transportation,44,43.63,R,A
White,M,Seattle Public Library,63,27.05,R,A
White,M,Seattle Dept of Transportation,60,32.85,R,A
White,F,Finance & Admin Services,63,31.35,R,A
White,M,Seattle Public Utilities,60,41.61,R,A
White,M,Police Department,43,55.34,R,A
White,M,Seattle Center,64,36.05,T,A
White,F,Seattle Dept of Transportation,27,44.09,R,A
White,M,Fire Department,46,73.7,R,A
White,F,Planning & Comm Development,48,44.95,R,A
White,F,Seattle City Light,54,66.9256,R,A
White,F,Seattle Public Utilities,36,57.96,R,A
White,M,Parks & Recreation,43,32.85,R,A
White,M,Fire Department,45,56.61,R,A
White,M,Municipal Court,40,55.44,R,A
White,F,Police Department,40,60.84,R,A
White,M,Seattle Public Utilities,58,38,R,A
White,M,Seattle Public Utilities,38,41.61,R,A
White,M,Parks & Recreation,51,44.15,R,A
White,F,Seattle Public Library,46,58.9,R,A
White,F,Information Technology,54,59.931,R,A
White,M,Finance & Admin Services,56,24.92,R,A
White,M,Seattle Dept of Transportation,44,53.2,R,A
White,F,Seattle Public Utilities,28,29.03,T,A
White,F,City Budget Office,38,66.877,R,A
White,M,Police Department,23,33.44,R,A
White,M,Fire Department,36,50.23,R,A
White,F,Police Department,37,55.34,R,A
